Date,T_0,P_0,PET_0,T_1,P_1,PET_1,T_2,P_2,PET_2
2018-05-22,9.6,5.1,3.36,8.5,7.8,3.44,7.8,3.2,3.56
2018-05-23,10.1,14.0,2.61,9.0,23.6,2.82,8.1,18.1,3.04
2018-05-24,9.4,18.5,1.9,8.4,19.5,2.0,7.8,18.3,2.17
2018-05-25,10.5,3.0,3.16,9.2,8.1,2.87,8.4,3.2,3.01
2018-05-26,12.1,1.3,3.81,11.1,1.6,3.8,10.4,1.2,4.18
2018-05-27,13.3,2.0,4.31,11.5,2.8,4.13,10.3,0.0,3.93
2018-05-28,13.2,4.1,3.99,12.1,4.1,3.9,10.9,2.3,3.92
2018-05-29,10.3,30.0,1.54,9.3,36.1,1.82,8.5,11.2,2.09
2018-05-30,10.9,1.6,3.26,10.1,3.8,3.34,9.3,1.2,3.47
2018-05-31,9.6,6.9,2.33,8.6,5.9,2.57,8.1,5.7,2.99
2018-06-01,8.3,11.5,1.98,7.0,10.9,1.99,6.7,3.8,2.23
2018-06-02,7.4,4.3,2.24,6.4,5.1,2.29,6.1,5.1,2.53
2018-06-03,8.8,2.5,2.52,8.1,8.3,2.78,8.1,5.4,3.64
2018-06-04,9.5,7.9,2.11,8.3,11.5,2.1,7.5,10.5,2.33
2018-06-05,10.3,1.3,3.88,9.0,6.4,3.74,8.0,0.8,3.87
2018-06-06,11.7,1.2,4.01,10.5,2.4,3.97,9.4,1.0,3.76
2018-06-07,11.1,1.8,3.47,9.8,4.6,3.28,9.3,2.8,3.34
2018-06-08,9.8,5.4,2.86,8.8,8.7,2.75,8.2,3.0,2.91
2018-06-09,9.2,0.3,3.85,8.1,0.7,3.9,7.5,0.0,4.18
2018-06-10,10.2,0.1,4.26,9.2,0.3,4.26,8.3,0.0,4.39
2018-06-11,10.5,0.3,3.56,9.0,0.9,3.44,8.7,0.5,3.75
2018-06-12,9.3,5.1,2.48,8.2,4.2,2.54,8.0,1.9,2.82
2018-06-13,12.3,1.2,3.48,11.7,4.2,3.6,11.3,1.6,4.0
2018-06-14,14.6,5.2,4.32,13.3,4.4,4.24,12.0,1.3,4.25
2018-06-15,13.1,7.9,3.64,12.1,7.7,3.59,11.0,3.6,3.54
2018-06-16,11.5,5.0,2.81,10.2,21.8,2.71,9.5,5.1,2.61
2018-06-17,12.4,1.5,3.95,11.1,3.4,3.84,10.7,2.4,3.79
2018-06-18,10.8,10.1,2.74,9.9,16.2,2.81,9.3,5.9,2.96
2018-06-19,10.4,4.8,2.84,9.4,3.3,2.97,9.1,2.7,3.3
2018-06-20,11.6,4.6,2.76,10.4,11.9,2.81,9.9,7.6,3.09
2018-06-21,11.6,6.5,3.22,10.5,13.7,3.21,10.0,10.8,3.56
2018-06-22,12.0,11.5,3.07,11.0,22.5,2.97,10.4,13.4,3.29
2018-06-23,11.6,14.5,2.96,10.5,13.0,2.93,9.9,5.2,3.04
2018-06-24,11.4,6.1,2.59,10.3,4.4,2.77,10.0,2.7,2.91
2018-06-25,12.7,5.1,2.32,11.8,4.3,2.65,12.0,7.0,3.17
2018-06-26,14.1,2.5,2.74,13.5,5.9,3.17,13.6,0.9,3.72
2018-06-27,16.2,1.8,4.39,15.4,3.1,4.35,14.9,1.2,4.4
2018-06-28,17.8,2.8,5.02,16.9,0.6,4.98,16.1,0.1,5.02
2018-06-29,17.0,2.1,3.75,17.0,0.2,4.37,17.5,0.5,5.04
2018-06-30,17.2,0.8,4.57,17.1,0.0,5.16,17.9,0.0,6.29
2018-07-01,16.3,6.3,3.58,14.8,7.6,4.16,15.4,0.3,5.32
2018-07-02,14.4,11.2,2.57,14.0,5.6,3.08,14.5,0.7,3.88
2018-07-03,13.4,7.0,2.28,13.2,2.8,2.83,14.1,0.0,3.46
2018-07-04,12.0,5.7,2.07,12.2,1.5,2.62,13.3,0.0,3.24
2018-07-05,10.3,9.0,1.82,9.9,3.1,2.26,10.4,0.2,2.51
2018-07-06,10.1,8.6,1.56,9.2,4.8,1.78,9.2,0.9,1.89
2018-07-07,10.3,4.3,1.76,9.4,3.0,1.91,9.3,0.5,2.02
2018-07-08,13.2,0.9,3.43,12.7,1.4,3.79,13.1,0.0,4.36
2018-07-09,16.3,0.1,4.93,16.0,2.7,4.96,15.4,0.1,5.1
2018-07-10,18.5,1.4,4.62,18.3,2.4,5.16,18.7,0.0,5.73
2018-07-11,17.3,1.0,3.45,17.8,0.7,4.33,18.2,0.0,5.04
2018-07-12,14.9,3.9,3.14,15.1,2.6,3.69,16.0,0.1,4.27
2018-07-13,14.2,24.5,2.62,13.1,15.1,2.93,13.4,3.9,3.07
2018-07-14,12.6,27.2,1.64,11.7,19.4,1.82,11.5,13.5,2.05
2018-07-15,10.7,32.6,0.97,9.3,33.8,0.9,8.6,27.0,0.91
2018-07-16,10.0,0.8,3.21,8.7,1.5,3.18,8.3,0.0,3.51
2018-07-17,10.6,1.9,3.36,9.2,1.4,3.46,9.0,0.0,3.78
2018-07-18,12.8,0.4,4.21,11.8,1.6,4.21,11.0,1.5,4.28
2018-07-19,13.7,1.8,3.83,13.3,4.5,3.92,12.7,0.6,4.23
2018-07-20,12.9,8.4,2.8,11.8,7.5,2.99,11.8,3.9,3.2
2018-07-21,11.9,3.0,3.1,10.8,3.9,3.08,10.6,1.5,3.43
2018-07-22,11.3,7.3,1.83,10.1,7.4,1.98,10.1,1.9,2.11
2018-07-23,12.0,6.4,2.55,10.8,8.3,2.58,10.5,3.4,2.78
2018-07-24,14.5,0.8,4.68,14.0,0.9,4.69,13.6,0.0,4.82
2018-07-25,18.7,0.0,5.46,17.7,0.0,5.57,17.3,0.0,5.81
2018-07-26,17.6,1.5,4.55,16.1,1.7,4.93,16.5,0.0,5.51
2018-07-27,15.7,3.4,3.56,15.6,3.1,3.93,15.6,0.1,4.87
2018-07-28,14.7,7.8,2.68,14.3,6.1,3.14,14.9,0.8,3.7
2018-07-29,14.8,5.6,2.45,14.3,5.3,2.9,14.9,0.8,3.62
2018-07-30,15.5,3.5,2.94,15.2,4.5,3.35,15.9,0.6,3.87
2018-07-31,15.7,4.3,2.62,15.4,2.8,3.04,16.0,0.2,3.77
2018-08-01,15.4,6.9,1.97,14.6,5.5,2.36,15.0,1.7,2.86
2018-08-02,14.3,8.8,2.31,13.1,9.6,2.28,13.0,2.2,2.48
2018-08-03,13.0,8.5,2.01,11.9,9.7,2.02,11.4,3.2,2.35
2018-08-04,12.7,0.4,3.21,10.8,1.2,2.94,10.0,1.3,2.97
2018-08-05,12.2,1.4,2.9,11.2,2.0,3.05,11.1,0.2,3.34
2018-08-06,13.6,3.6,2.49,13.0,4.3,2.74,13.3,3.7,3.35
2018-08-07,13.5,9.5,1.95,12.7,4.0,2.32,13.0,1.1,2.8
2018-08-08,13.0,16.0,1.89,12.1,14.4,2.03,12.1,6.0,2.33
2018-08-09,12.5,5.0,2.6,10.8,6.8,2.58,10.0,5.1,2.54
2018-08-10,12.3,6.5,2.88,10.5,7.3,2.71,10.2,0.7,2.99
2018-08-11,10.9,2.0,2.68,10.0,0.6,2.91,10.2,0.0,3.4
2018-08-12,10.5,8.7,1.83,9.6,9.3,1.97,9.6,2.2,2.06
2018-08-13,9.8,4.6,2.06,8.7,2.0,2.34,8.8,0.2,2.84
2018-08-14,10.2,5.4,1.96,9.1,1.9,2.24,9.4,0.2,2.67
2018-08-15,12.5,1.1,2.76,12.1,0.8,3.12,12.5,0.0,3.81
2018-08-16,15.9,0.3,3.28,15.2,0.1,3.59,15.6,0.0,4.25
2018-08-17,14.9,1.5,3.22,14.4,1.7,3.53,14.5,0.0,3.86
2018-08-18,12.9,2.4,2.92,11.8,3.1,2.96,11.8,0.5,3.25
2018-08-19,11.6,6.4,1.82,10.3,3.7,1.99,10.1,1.7,1.98
2018-08-20,12.9,6.1,2.79,11.9,4.6,2.83,11.6,2.8,3.17
2018-08-21,13.9,4.0,2.21,13.2,5.8,2.51,13.0,1.3,2.9
2018-08-22,12.8,8.3,1.82,11.8,6.1,2.09,11.7,4.4,2.35
2018-08-23,12.5,2.2,2.67,11.7,1.4,2.9,12.0,0.4,3.34
2018-08-24,15.1,0.3,2.71,15.4,0.0,3.03,15.3,0.5,3.77
2018-08-25,15.8,0.3,3.53,15.0,0.9,3.64,14.5,0.0,4.02
2018-08-26,16.2,0.0,4.17,15.2,0.0,4.24,14.1,0.0,4.61
2018-08-27,15.0,0.0,3.74,14.6,0.0,3.9,14.4,0.0,4.22
2018-08-28,15.1,0.0,3.79,15.6,0.0,3.93,15.2,0.5,4.12
2018-08-29,16.7,1.3,3.71,16.4,2.2,3.89,16.5,1.6,4.01
2018-08-30,16.0,0.6,2.9,15.0,0.5,3.26,15.8,0.0,4.22
2018-08-31,14.1,8.2,2.23,13.2,10.9,2.44,13.3,2.9,2.84
2018-09-01,13.2,5.3,2.09,12.0,6.3,2.28,12.2,1.2,2.7
2018-09-02,12.8,1.8,2.93,12.2,2.6,3.0,12.0,0.0,3.23
2018-09-03,12.3,3.8,2.25,11.5,1.8,2.36,11.6,0.9,2.75
2018-09-04,13.6,0.7,2.33,12.7,1.9,2.53,13.0,0.3,3.13
2018-09-05,14.4,0.0,3.98,14.7,0.0,4.03,13.3,0.0,4.06
2018-09-06,15.6,9.6,4.03,16.2,7.9,4.11,14.9,2.4,4.28
2018-09-07,11.5,9.3,1.88,10.8,11.2,2.03,9.7,9.2,2.22
2018-09-08,9.4,3.3,2.21,9.0,4.5,2.3,8.0,1.1,2.52
2018-09-09,9.4,4.9,2.34,8.5,6.8,2.4,7.9,3.6,2.55
2018-09-10,9.5,11.9,1.61,8.5,26.1,1.8,8.1,9.0,2.08
2018-09-11,8.6,8.4,1.74,7.7,7.7,1.85,7.2,3.0,1.93
2018-09-12,11.0,2.7,2.79,9.8,6.5,2.93,10.2,0.0,3.16
2018-09-13,15.8,0.1,4.15,14.7,0.3,4.05,14.0,0.1,4.12
2018-09-14,15.6,5.2,3.02,14.2,7.7,2.9,13.2,7.2,2.9
2018-09-15,11.3,7.3,2.24,10.3,8.7,2.33,9.5,1.6,2.39
2018-09-16,9.6,3.0,2.15,8.3,4.7,2.12,7.4,1.1,2.24
2018-09-17,8.5,4.2,1.58,7.0,5.9,1.56,6.4,1.4,1.68
2018-09-18,8.0,5.5,1.43,6.7,6.8,1.66,6.6,1.1,1.79
2018-09-19,7.7,0.5,1.53,7.0,0.0,1.71,7.4,0.0,2.23
2018-09-20,9.4,0.0,2.06,9.3,0.0,2.25,9.8,0.3,3.06
2018-09-21,11.5,0.2,2.02,11.3,2.3,2.32,11.1,0.9,2.82
2018-09-22,11.0,0.1,2.2,10.0,2.9,2.29,9.2,2.9,2.66
2018-09-23,10.1,1.0,2.19,9.3,1.5,2.24,8.6,0.3,2.44
2018-09-24,10.5,0.0,3.07,10.5,0.0,3.05,9.0,0.0,3.09
2018-09-25,11.7,6.2,3.09,10.7,3.6,2.95,11.3,0.6,3.2
2018-09-26,6.0,26.0,0.8,4.8,16.0,0.94,4.7,3.8,1.06
2018-09-27,5.2,2.2,1.17,4.8,0.0,1.49,5.3,0.0,1.68
2018-09-28,9.0,0.2,2.0,9.6,0.0,2.25,10.4,0.0,3.02
2018-09-29,11.1,1.0,2.43,10.9,1.2,2.42,9.9,0.4,2.51
2018-09-30,11.1,0.5,2.35,11.7,1.9,2.45,10.3,0.1,2.53
2018-10-01,12.6,1.0,2.77,11.7,1.7,2.76,10.6,0.7,2.67
2018-10-02,11.6,1.4,2.65,10.6,1.3,2.57,9.5,2.7,2.5
2018-10-03,9.3,0.9,2.23,8.8,1.8,2.29,7.8,0.1,2.28
2018-10-04,8.0,19.4,1.96,8.2,18.9,2.07,7.2,6.0,2.16
2018-10-05,2.7,15.8,0.57,1.3,13.6,0.69,0.7,5.5,0.71
2018-10-06,3.0,0.1,1.26,2.1,0.0,1.46,2.3,0.0,1.91
2018-10-07,9.0,0.0,2.94,8.2,0.4,2.94,7.5,0.0,2.95
2018-10-08,11.0,0.7,2.75,9.6,1.7,2.51,8.2,0.0,2.42
2018-10-09,9.7,7.2,1.71,8.5,4.6,1.72,7.6,5.5,1.82
2018-10-10,9.2,3.5,1.49,7.9,2.7,1.55,7.0,1.3,1.84
2018-10-11,8.3,5.7,1.61,7.2,5.6,1.68,6.6,1.7,1.88
2018-10-12,8.6,1.6,1.53,7.7,2.5,1.62,7.3,1.9,1.93
2018-10-13,10.1,3.3,1.82,9.3,2.8,1.92,7.9,2.4,2.22
2018-10-14,9.8,1.6,1.73,8.6,1.7,1.81,8.2,0.0,2.08
2018-10-15,10.4,0.0,1.99,9.4,0.3,2.12,9.1,0.0,2.3
2018-10-16,10.4,0.0,2.32,10.5,0.0,2.39,9.8,1.2,2.35
2018-10-17,10.6,0.1,2.36,9.7,0.5,2.38,8.8,0.0,2.49
2018-10-18,10.0,0.1,2.46,9.2,0.0,2.36,8.3,0.0,2.46
2018-10-19,9.4,1.3,2.2,10.5,3.1,2.16,8.7,2.8,2.12
2018-10-20,8.4,4.7,1.61,6.7,6.2,1.54,5.4,0.5,1.49
2018-10-21,8.4,0.0,1.56,6.8,0.7,1.49,5.3,0.8,1.35
2018-10-22,6.9,3.4,1.18,5.8,2.1,1.19,4.7,1.0,1.29
2018-10-23,6.8,1.9,1.49,5.6,0.5,1.44,4.1,1.4,1.37
2018-10-24,8.4,0.3,1.65,6.8,0.4,1.37,4.7,1.9,0.95
2018-10-25,5.9,33.7,0.91,4.1,38.6,0.67,3.2,33.6,0.45
2018-10-26,-2.6,35.6,0.45,-4.0,36.0,0.39,-4.7,25.9,0.41
2018-10-27,-0.8,5.5,1.48,-1.9,9.3,1.37,-3.4,7.7,1.41
2018-10-28,0.9,0.0,2.08,3.9,0.0,1.91,2.8,0.0,2.05
2018-10-29,2.5,0.0,2.2,7.3,0.0,1.99,5.6,0.0,2.06
2018-10-30,3.6,0.0,2.24,9.0,0.0,2.09,7.3,0.0,2.22
2018-10-31,5.7,0.0,2.07,7.7,0.0,1.83,5.4,0.0,2.03
2018-11-01,4.9,0.0,1.81,5.8,0.0,1.71,3.5,0.0,1.79
2018-11-02,2.1,0.0,1.59,1.4,0.0,1.56,0.2,0.0,1.57
2018-11-03,1.4,0.0,1.41,0.9,0.0,1.3,-2.3,0.0,1.36
2018-11-04,2.3,0.6,1.3,2.9,0.0,1.42,1.9,0.0,1.48
2018-11-05,2.6,2.0,0.55,1.0,0.3,0.71,0.2,0.0,0.82
2018-11-06,2.0,3.8,0.45,0.2,1.3,0.54,-0.6,0.0,0.65
2018-11-07,1.8,0.0,1.16,-0.7,0.0,1.11,-1.4,0.0,1.26
2018-11-08,1.7,0.2,1.34,0.1,0.0,1.32,0.0,0.0,1.41
2018-11-09,1.2,0.3,1.32,0.3,0.2,1.27,-0.7,0.0,1.35
2018-11-10,1.5,0.0,1.42,1.6,0.0,1.48,0.5,0.0,1.45
2018-11-11,1.9,0.9,1.07,1.5,0.8,1.05,1.0,0.0,1.09
2018-11-12,1.5,0.8,0.83,-0.1,1.6,0.82,-1.1,0.2,0.92
2018-11-13,-0.8,4.5,0.44,-2.4,3.6,0.48,-2.7,1.3,0.65
2018-11-14,-4.1,18.7,0.27,-5.1,19.5,0.3,-5.2,18.6,0.35
2018-11-15,-3.8,10.0,0.89,-5.1,9.5,0.81,-6.9,9.4,0.74
2018-11-16,-2.3,8.9,0.79,-3.1,11.7,0.76,-4.1,13.6,0.7
2018-11-17,-5.9,0.1,1.04,-6.3,0.3,1.0,-8.8,0.3,0.86
2018-11-18,-5.3,0.5,0.77,-5.0,0.5,0.64,-6.6,0.5,0.65
2018-11-19,-2.0,0.0,1.24,-1.5,0.0,1.15,-5.2,0.0,0.98
2018-11-20,0.2,0.6,0.91,1.3,3.0,0.76,-0.5,1.6,0.8
2018-11-21,0.7,1.3,0.62,0.9,1.9,0.52,-1.2,2.5,0.57
2018-11-22,1.5,2.1,0.69,0.4,3.9,0.62,-0.9,3.5,0.53
2018-11-23,-1.6,8.1,0.31,-2.9,7.1,0.31,-3.3,2.2,0.35
2018-11-24,-2.5,0.3,0.72,-3.6,0.0,0.74,-4.5,0.0,0.92
2018-11-25,-2.7,0.0,0.77,-3.2,0.4,0.72,-4.2,0.5,0.83
2018-11-26,-2.6,0.0,1.08,-3.9,0.0,1.04,-6.6,0.0,0.8
2018-11-27,0.3,1.0,0.79,-0.7,1.3,0.68,-3.6,1.6,0.49
2018-11-28,2.3,0.9,0.79,1.0,0.8,0.65,-0.9,1.0,0.44
2018-11-29,3.0,0.1,0.77,1.8,0.5,0.62,0.3,0.5,0.51
2018-11-30,2.9,1.7,0.66,2.4,1.6,0.61,0.8,2.1,0.52
2018-12-01,1.1,30.5,0.26,0.2,34.4,0.28,-0.5,30.5,0.31
2018-12-02,-1.4,0.3,0.79,-2.3,0.1,0.7,-3.8,0.0,0.77
2018-12-03,-2.8,0.0,1.15,-2.4,0.0,1.03,-5.6,0.0,0.91
2018-12-04,0.2,1.1,1.04,0.3,2.0,0.96,-3.0,0.6,0.86
2018-12-05,0.7,0.1,0.73,0.5,0.0,0.6,-1.0,0.2,0.51
2018-12-06,-1.2,2.0,0.49,-2.1,0.8,0.5,-3.3,0.2,0.65
2018-12-07,-2.4,1.9,0.42,-3.7,1.3,0.46,-4.4,0.1,0.62
2018-12-08,-4.9,6.9,0.28,-5.6,6.8,0.26,-5.5,7.0,0.26
2018-12-09,-4.4,0.0,0.92,-4.7,0.0,0.88,-7.2,0.0,0.7
2018-12-10,-0.5,0.1,0.74,-1.9,0.5,0.58,-4.3,0.4,0.35
2018-12-11,1.2,6.5,0.75,-0.2,8.2,0.55,-2.1,11.0,0.31
2018-12-12,-2.8,14.6,0.37,-3.9,16.1,0.31,-4.1,14.6,0.34
2018-12-13,-7.1,2.3,0.63,-8.3,1.4,0.55,-10.2,2.3,0.52
2018-12-14,-7.5,0.9,0.49,-9.0,1.7,0.39,-11.7,1.5,0.28
2018-12-15,-2.8,0.1,0.76,-4.3,0.2,0.67,-7.2,0.3,0.56
2018-12-16,-1.8,0.0,0.9,-3.1,0.0,0.83,-5.8,0.0,0.66
2018-12-17,-0.7,0.2,0.85,-1.6,0.2,0.76,-4.8,0.4,0.58
2018-12-18,-2.4,0.1,0.81,-3.1,0.3,0.74,-5.6,0.1,0.63
2018-12-19,-0.2,0.4,0.59,-1.4,0.8,0.51,-3.6,0.7,0.36
2018-12-20,-0.3,11.8,0.69,-1.5,9.3,0.65,-2.7,8.2,0.68
2018-12-21,-2.1,8.7,0.36,-3.6,10.1,0.33,-4.4,6.0,0.37
2018-12-22,-4.5,0.0,0.55,-5.7,0.0,0.48,-7.1,0.0,0.5
2018-12-23,-4.3,0.2,0.86,-5.8,0.2,0.79,-8.0,0.3,0.65
2018-12-24,-5.4,10.3,0.37,-6.6,12.5,0.31,-8.2,8.9,0.3
2018-12-25,-3.2,0.8,0.84,-4.5,1.2,0.69,-7.4,1.2,0.34
2018-12-26,-5.3,24.0,0.23,-5.6,24.7,0.22,-5.0,23.1,0.24
2018-12-27,-7.9,15.3,0.27,-8.3,17.1,0.24,-7.9,17.7,0.25
2018-12-28,-8.8,10.7,0.26,-10.6,11.0,0.22,-11.4,7.2,0.25
2018-12-29,-11.0,0.0,0.67,-9.0,0.0,0.73,-12.4,0.0,0.58
2018-12-30,-8.0,1.3,0.56,-8.2,1.5,0.53,-10.3,1.7,0.4
2018-12-31,-7.4,7.4,0.32,-8.5,6.9,0.27,-9.5,5.4,0.3
2019-01-01,-8.7,0.1,0.65,-9.4,0.1,0.65,-11.8,0.1,0.53
2019-01-02,-4.1,0.0,0.82,-5.1,0.0,0.66,-7.9,0.0,0.43
2019-01-03,-2.0,0.1,0.91,-3.5,0.8,0.77,-5.7,0.2,0.61
2019-01-04,-1.6,3.8,0.83,-3.1,5.0,0.6,-4.9,5.1,0.37
2019-01-05,-2.3,11.4,0.61,-3.5,10.9,0.43,-4.3,10.2,0.33
2019-01-06,-2.5,1.3,0.69,-4.0,1.2,0.56,-5.8,1.5,0.43
2019-01-07,-6.0,5.7,0.49,-7.5,5.5,0.4,-8.6,8.0,0.41
2019-01-08,-6.1,4.1,0.58,-7.1,6.0,0.5,-8.6,6.3,0.41
2019-01-09,-8.9,18.9,0.29,-10.4,19.9,0.23,-11.5,15.4,0.23
2019-01-10,-8.7,0.0,1.04,-8.7,0.0,1.06,-13.4,0.0,0.73
2019-01-11,-6.9,0.0,1.08,-5.2,0.0,1.1,-12.0,0.0,0.78
2019-01-12,-6.9,0.0,1.06,-6.0,0.0,1.06,-10.5,0.0,0.82
2019-01-13,-6.3,0.1,0.65,-7.0,0.7,0.53,-9.5,0.7,0.37
2019-01-14,-6.1,0.0,0.8,-6.8,0.0,0.7,-9.5,0.0,0.5
2019-01-15,-2.7,1.4,0.96,-4.5,1.8,0.69,-6.5,1.9,0.42
2019-01-16,-3.2,2.7,0.83,-4.3,3.5,0.68,-5.1,2.8,0.51
2019-01-17,-10.0,19.3,0.24,-11.5,17.9,0.22,-12.4,14.1,0.23
2019-01-18,-10.0,0.9,0.87,-9.4,0.6,0.74,-11.4,0.6,0.75
2019-01-19,-7.9,0.0,1.24,-3.6,0.0,1.15,-7.0,0.0,1.02
2019-01-20,-9.6,0.0,1.07,-6.5,0.0,0.96,-9.8,0.0,0.9
2019-01-21,-9.2,0.0,1.04,-6.9,0.0,1.02,-12.0,0.0,0.81
2019-01-22,-8.6,0.2,0.77,-8.0,0.3,0.61,-9.8,0.2,0.63
2019-01-23,-6.1,0.0,0.84,-6.4,0.0,0.78,-10.2,0.0,0.59
2019-01-24,-2.9,0.2,0.92,-4.5,0.2,0.72,-6.7,0.3,0.44
2019-01-25,-1.8,1.5,1.02,-3.3,2.7,0.81,-5.3,3.2,0.59
2019-01-26,-1.5,0.0,0.96,-3.4,0.0,0.69,-5.4,0.0,0.45
2019-01-27,-0.6,0.9,1.13,-2.6,0.8,0.89,-4.0,1.9,0.65
2019-01-28,-2.7,0.2,1.05,-3.9,0.2,1.0,-5.3,0.2,0.96
2019-01-29,-2.9,1.0,1.17,-3.8,0.3,1.13,-5.6,0.3,1.06
2019-01-30,-2.6,0.0,1.36,-2.8,0.0,1.36,-5.7,0.0,1.02
2019-01-31,-2.9,0.6,0.96,-4.4,0.7,0.82,-6.4,0.6,0.64
2019-02-01,-2.7,3.2,0.61,-4.2,4.0,0.51,-6.2,4.4,0.37
2019-02-02,-5.8,1.8,0.74,-7.2,3.2,0.58,-8.8,2.1,0.57
2019-02-03,-4.3,0.5,1.2,-5.0,0.4,1.08,-6.5,0.6,1.07
2019-02-04,-5.0,0.0,1.52,-0.7,0.0,1.51,-4.1,0.0,1.48
2019-02-05,-2.1,0.0,1.87,-1.2,0.0,1.69,-5.4,0.0,1.64
2019-02-06,0.2,1.5,2.07,0.9,1.8,2.03,-3.5,1.1,1.6
2019-02-07,-0.1,4.9,0.91,-1.3,5.5,0.71,-3.8,7.1,0.55
2019-02-08,-1.4,1.2,1.2,-2.7,1.6,1.06,-5.2,1.8,0.83
2019-02-09,-3.0,0.8,0.83,-4.1,1.3,0.82,-5.1,0.3,0.98
2019-02-10,-3.9,2.8,0.56,-5.3,2.8,0.52,-5.8,2.5,0.62
2019-02-11,-4.7,0.2,1.17,-6.2,0.0,1.04,-7.6,0.0,1.06
2019-02-12,-4.6,0.0,1.61,-4.4,0.0,1.51,-8.4,0.0,1.36
2019-02-13,-4.7,0.0,1.67,-4.0,0.0,1.52,-5.7,0.0,1.46
2019-02-14,-5.3,0.1,1.34,-5.7,0.1,1.34,-6.9,0.2,1.28
2019-02-15,-5.8,4.3,0.58,-7.0,4.3,0.5,-8.0,4.1,0.64
2019-02-16,-6.1,1.8,0.58,-7.9,2.1,0.5,-8.6,0.9,0.58
2019-02-17,-6.8,0.4,0.92,-8.1,0.4,0.84,-9.4,0.2,0.9
2019-02-18,-4.3,1.6,0.92,-5.5,2.8,0.69,-7.8,2.1,0.71
2019-02-19,-7.5,5.9,0.66,-8.9,6.5,0.66,-9.8,3.6,0.71
2019-02-20,-7.0,0.0,1.73,-5.1,0.0,1.7,-7.5,0.0,1.57
2019-02-21,-6.7,0.0,1.36,-6.7,0.0,1.28,-7.0,0.0,1.22
2019-02-22,-5.9,0.8,1.22,-6.2,1.0,1.1,-7.7,0.6,1.06
2019-02-23,-4.1,0.0,1.47,-4.9,0.0,1.33,-7.7,0.0,1.17
2019-02-24,-5.0,0.1,0.97,-6.1,0.0,0.93,-6.2,0.0,1.24
2019-02-25,-5.2,0.0,0.93,-6.6,0.0,0.94,-6.8,0.0,1.21
2019-02-26,-4.2,1.6,1.5,-5.0,1.3,1.37,-6.1,1.6,1.39
2019-02-27,-6.8,6.1,0.59,-8.2,6.2,0.5,-8.8,3.7,0.54
2019-02-28,-9.3,16.4,0.51,-10.8,15.2,0.41,-11.8,8.7,0.47
2019-03-01,-8.6,1.4,0.85,-9.6,2.2,0.61,-11.5,2.3,0.63
2019-03-02,-4.9,3.3,1.12,-6.2,5.6,0.85,-8.2,7.5,0.69
2019-03-03,-6.4,11.1,0.73,-7.9,12.1,0.7,-8.6,8.1,0.94
2019-03-04,-4.9,0.0,1.74,-5.8,0.0,1.51,-6.6,0.0,1.47
2019-03-05,-4.6,0.0,1.64,-4.0,0.0,1.6,-7.0,0.0,1.39
2019-03-06,-3.7,0.0,1.72,-3.5,0.1,1.63,-5.6,0.8,1.49
2019-03-07,-5.8,25.2,0.46,-7.0,28.2,0.39,-8.0,20.4,0.38
2019-03-08,-6.6,0.0,1.75,-7.0,0.0,1.73,-7.4,0.0,1.77
2019-03-09,-3.8,0.0,2.47,-1.3,0.0,2.49,-2.5,0.0,2.29
2019-03-10,-2.0,0.0,2.26,-1.4,1.3,2.1,-1.6,0.0,2.1
2019-03-11,-0.5,0.6,1.62,-1.3,1.3,1.42,-3.2,1.1,1.29
2019-03-12,1.5,0.1,2.13,0.4,0.1,1.89,-1.8,0.3,1.69
2019-03-13,1.4,4.8,1.36,-0.1,5.3,1.07,-1.1,7.7,0.99
2019-03-14,0.8,2.5,1.52,0.4,3.2,1.43,-0.7,2.7,1.49
2019-03-15,1.4,0.2,1.73,0.2,0.6,1.43,-2.1,2.4,1.05
2019-03-16,-0.5,3.6,1.32,-1.6,4.8,1.12,-2.8,11.1,1.1
2019-03-17,-4.7,15.8,0.53,-5.9,17.5,0.46,-7.1,11.6,0.5
2019-03-18,-7.3,0.0,1.79,-8.6,0.0,1.62,-10.6,0.0,1.56
2019-03-19,-6.2,0.0,2.14,-6.1,0.0,2.11,-8.0,0.0,1.99
2019-03-20,-1.9,0.0,2.23,-0.5,0.0,2.2,-3.6,0.0,2.08
2019-03-21,-3.3,0.0,1.5,-4.2,0.0,1.48,-5.1,0.0,1.84
2019-03-22,-5.4,0.7,1.06,-6.9,0.6,0.99,-8.1,0.0,1.04
2019-03-23,-4.6,4.7,1.5,-6.0,4.6,1.37,-6.8,6.8,1.49
2019-03-24,-8.5,14.6,0.65,-9.9,14.2,0.56,-11.1,9.9,0.58
2019-03-25,-8.4,0.1,0.92,-9.4,0.0,0.92,-9.6,0.0,1.12
2019-03-26,-1.5,0.0,2.1,-2.4,0.0,1.88,-3.4,0.0,1.85
2019-03-27,-1.9,0.0,1.91,-2.3,0.3,1.84,-3.1,0.1,1.91
2019-03-28,-5.3,2.0,0.8,-6.3,1.2,0.81,-6.6,0.3,1.01
2019-03-29,-7.1,6.2,0.76,-8.3,5.7,0.74,-8.8,4.8,0.84
2019-03-30,-6.8,4.7,1.12,-7.3,4.2,0.99,-7.4,3.9,1.3
2019-03-31,-0.4,0.6,1.61,-1.1,0.5,1.49,-1.9,0.8,1.54
2019-04-01,-0.6,0.0,1.94,-1.6,0.5,1.65,-2.4,2.8,1.89
